16 1 2.896 7.398
17 1 5.645 15.982
18 1 11.161 33.73
19 1 22.94 65.931
20 1 45.775 131.341
21 1 89.398 267.447
22 1 180.228 556.457
23 1 356.705 1147.04
24 1 731.554 2435.69
25 1 1426.67 4977.3
16 2 2.845 6.903
17 2 5.647 10.667
18 2 11.212 24.018
19 2 22.843 44.658
20 2 46.304 91.392
21 2 92.231 171.048
22 2 180.104 343.549
23 2 370.297 720.596
24 2 717.582 1454.53
25 2 1435.57 3164.36
16 3 2.863 9.028
17 3 5.643 45.571
18 3 11.411 34.73
19 3 22.911 41.423
20 3 47.806 82.841
21 3 90.358 177.349
22 3 180.155 354.264
23 3 363.01 727.449
24 3 717.518 1256.97
25 3 1453.16 2661.75
16 4 2.869 12.426
17 4 5.641 25.465
18 4 11.612 50.518
16 4 0.738 14.662
17 4 1.387 21.869
18 4 2.764 43.601
19 4 6.033 78.233
20 4 12.055 145.439
21 4 23.779 322.4
22 4 48.832 844.524
23 4 96.469 1248.28
24 4 175.434 2187.64
25 4 349.723 4847.89
16 5 0.75 19.34
17 5 1.42 43.954
18 5 3.086 61.538
19 5 5.681 122.166
20 5 12.638 461.047
21 5 21.962 453.359
22 5 44.303 5135.21
23 5 90.498 4732.73
24 5 179.04 3813.47
25 5 351.203 6524.02
16 6 0.826 29.987
17 6 1.466 48.471
18 6 2.912 79.512
19 6 6.084 152.974
20 6 11.369 1338.19
21 6 22.207 2612.71
22 6 43.782 4702.79
23 6 92.548 8354.82
24 6 175.863 9226.38
25 6 352.206 9837.4
16 7 0.758 77.783
17 7 1.427 77.442
18 7 2.794 119.729
19 7 6.056 1845.41
20 7 13.451 6785.62
21 7 22.343 12643.7
22 7 45.839 9932.09
23 7 88.001 17796.8
24 7 178.493 15836.8
25 7 347.275 7698.93
16 8 0.848 179.994
16 8 0.824 182.282
17 8 1.485 207.24
18 8 3.108 5743.35
19 8 5.929 1923.67
20 8 12.001 365.814
21 8 23.741 629.771
22 8 44.943 1181.19
23 8 89.087 2048.57
24 8 178.405 4070.09
25 8 355.873 8185.6
00000 00000 00000 00000
