16 1 2.784 8.099
17 1 5.7 16.938
18 1 11.5 35.078
19 1 23.218 77.542
20 1 45.848 158.457
21 1 94.191 322.493
22 1 179.05 658.213
23 1 358.189 1366.66
24 1 731.732 2860.12
25 1 1440.39 5953.86
16 2 2.816 8.233
17 2 5.617 17.279
18 2 11.562 34.843
19 2 23.089 72.435
20 2 45.992 150.905
21 2 90.432 319.484
22 2 180.219 655.651
23 2 360.623 1368.03
24 2 716.882 2847.79
25 2 1443.53 5875.96
16 3 2.848 8.146
17 3 5.85 17.54
18 3 11.337 34.916
19 3 22.481 72.357
20 3 45.957 150.904
21 3 89.934 317.721
22 3 181.295 657.618
23 3 357.636 1363.14
24 3 724.63 2851.13
25 3 1430.04 5919.27
16 4 2.823 8.185
17 4 5.711 16.828
18 4 11.458 35.118
16 4 0.8 10.193
17 4 1.397 21.243
18 4 2.69 44.599
19 4 6.34 94.403
20 4 10.783 197.232
21 4 22.204 416.701
22 4 46.144 875.01
23 4 93.439 1856.64
24 4 173.893 3836.53
25 4 519.715 8217.89
16 5 0.725 10.103
17 5 1.393 21.375
18 5 2.812 44.625
19 5 5.675 93.888
20 5 11.287 199.676
21 5 22.053 843.612
22 5 43.996 875.535
23 5 88.17 1865.69
24 5 175.979 3873.17
25 5 349.608 8128
16 6 0.861 10.316
17 6 1.668 21.28
18 6 2.857 44.768
19 6 5.501 95.66
20 6 14.378 204.282
21 6 22.52 420.712
22 6 45.238 877.435
23 6 89.553 1837.67
24 6 175.396 3869.46
25 6 351.382 8034.72
16 7 0.769 10.136
17 7 1.592 21.416
18 7 2.806 45.161
19 7 5.702 98.663
20 7 12.619 206.909
21 7 22.239 418.901
22 7 44.004 875.712
23 7 90.343 1840.17
24 7 177.165 3835.12
25 7 350.685 7996.58
16 8 0.843 10.349
